Time,Position_x,Position_y,Metrics
2.2429840564727783,4,34,0.0
3.4431040287017822,5,34,0.0
5.642136096954346,6,34,0.0
7.695021152496338,7,34,0.0
9.849354028701782,8,34,0.0
11.180927991867065,8,35,0.0
11.905522108078003,9,35,0.0
14.03816819190979,10,35,0.0
16.008442163467407,11,35,0.0
18.086244106292725,12,35,0.0
38.964553117752075,12,36,0.0
40.98559212684631,12,37,0.0
43.26835513114929,12,38,0.0
45.294865131378174,12,39,0.0
47.33419609069824,12,40,0.0
49.423799991607666,12,41,0.0
51.467342138290405,12,42,0.0
54.994840145111084,12,43,0.0
57.01280999183655,12,44,0.0
73.54315614700317,11,44,0.0
76.33222198486328,10,44,0.0
78.46173000335693,9,44,0.0
81.55325198173523,8,44,0.0
83.69965410232544,7,44,0.0
86.84608912467957,6,44,0.0
88.98769116401672,5,44,0.0
91.09671902656555,4,44,0.0
94.04246807098389,3,44,0.0
96.03220510482788,2,44,0.0
98.23878216743469,1,44,0.0
101.46915698051453,0,44,0.0
105.68864297866821,-1,44,0.0
107.80162811279297,-2,44,0.0
109.92859196662903,-3,44,0.0
112.04037404060364,-4,44,0.0
115.08895301818848,-5,44,0.0
118.0787250995636,-6,44,0.0
120.85854315757751,-7,44,0.0
122.9130871295929,-8,44,0.0
125.14335918426514,-9,44,0.0
128.68916416168213,-10,44,0.0
130.69617319107056,-11,44,0.0
132.75867700576782,-12,44,0.0
134.90876007080078,-13,44,0.0
137.11061716079712,-14,44,0.0
139.29078602790833,-15,44,0.0
142.48058819770813,-16,44,0.0
144.76045107841492,-17,44,0.0
146.87692403793335,-18,44,0.0
149.10128808021545,-19,44,0.0
153.1384401321411,-20,44,0.0
170.52791714668274,-20,43,0.0
174.00219917297363,-20,42,0.0
175.99390316009521,-20,41,0.0
178.1051971912384,-20,40,0.0
181.11675310134888,-19,40,0.0
181.26769614219666,-19,39,0.0
183.41295719146729,-19,38,0.0
185.48102116584778,-19,37,0.0
187.9442481994629,-19,36,0.0
190.5557460784912,-19,35,0.0
