Time,Position+AF8-x,Position+AF8-y,Metrics
287.2136940956,+AC0-15,42,0
289.2652680874,+AC0-16,42,0
308.3319890499,+AC0-16,41,0
311.3629748821,+AC0-16,40,0
313.3272960186,+AC0-16,39,0
316.3500590324,+AC0-16,38,0
318.3479340076,+AC0-16,37,0
320.3643660545,+AC0-16,36,0
323.3458180428,+AC0-16,35,0
326.3373579979,+AC0-16,34,0
328.3448798656,+AC0-16,33,0
330.3816080093,+AC0-16,32,0
332.3672599792,+AC0-15,32,0
333.3711969852,+AC0-15,31,0
335.3787550926,+AC0-15,30,0
337.3846240044,+AC0-15,29,0
339.3961360455,+AC0-15,28,0
342.4191920757,+AC0-15,27,0
344.3928809166,+AC0-15,26,0
347.3905410767,+AC0-15,25,0
349.4326879978,+AC0-15,24,0
352.4190139771,+AC0-15,23,0
354.3892059326,+AC0-15,22,0
357.4071788788,+AC0-15,21,0
359.4312200546,+AC0-15,20,0
362.4182898998,+AC0-15,19,0
364.4441919327,+AC0-15,18,0
366.4529879093,+AC0-15,17,0
369.4345378876,+AC0-15,16,0
371.4386739731,+AC0-15,15,0
373.4396059513,+AC0-15,14,0
375.4575750828,+AC0-15,13,0
377.4724090099,+AC0-14,13,0
378.4409799576,+AC0-14,12,0
381.461785078,+AC0-14,11,0
383.4454689026,+AC0-14,10,0
385.4586179256,+AC0-14,9,0
387.4557850361,+AC0-14,8,0
389.4709219933,+AC0-14,7,0
391.5401699543,+AC0-13,6,0
393.4810950756,+AC0-13,5,0
395.5076899529,+AC0-13,4,0
397.5188879967,+AC0-13,3,0
399.4990799427,+AC0-13,2,0
401.4974439144,+AC0-13,1,0
403.5134968758,+AC0-13,0,0
408.5442819595,+AC0-13,+AC0-1,0
411.5404889584,+AC0-13,+AC0-2,0
415.5542829037,+AC0-13,+AC0-3,0
417.5540599823,+AC0-13,+AC0-4,0
419.562584877,+AC0-13,+AC0-5,0
421.5646700859,+AC0-13,+AC0-6,0
424.5600318909,+AC0-13,+AC0-7,0
426.5813288689,+AC0-13,+AC0-8,0
428.5584099293,+AC0-13,+AC0-9,0
431.6229228973,+AC0-13,+AC0-10,0
433.5931940079,+AC0-13,+AC0-11,0
435.6184449196,+AC0-13,+AC0-12,0
438.572963953,+AC0-13,+AC0-13,0
441.616412878,+AC0-13,+AC0-14,0
442.6014370918,+AC0-12,+AC0-14,0
443.5860109329,+AC0-12,+AC0-15,0
445.6132819653,+AC0-12,+AC0-16,0
447.6081740856,+AC0-12,+AC0-17,0
466.6952359676,+AC0-11,+AC0-17,0
469.6604580879,+AC0-10,+AC0-17,0
472.6969680786,+AC0-9,+AC0-17,0
475.7002439499,+AC0-8,+AC0-17,0
478.7852928638,+AC0-7,+AC0-17,0
480.7388949394,+AC0-6,+AC0-17,0
482.7355680466,+AC0-5,+AC0-17,0
484.7384810448,+AC0-4,+AC0-17,0
487.7576589584,+AC0-3,+AC0-17,0
491.7767698765,+AC0-2,+AC0-17,0
493.7740209103,+AC0-1,+AC0-17,0
494.7740268707,+AC0-1,+AC0-16,0
495.7921130657,0,+AC0-16,0
499.8532319069,1,+AC0-16,0
501.7845060825,2,+AC0-16,0
503.804279089,3,+AC0-16,0
505.8161730766,4,+AC0-16,0
507.8113970757,5,+AC0-16,0
509.9306240082,6,+AC0-16,0
511.8762640953,7,+AC0-16,0
513.9386520386,8,+AC0-16,0
516.868475914,9,+AC0-16,0
520.9280800819,10,+AC0-16,0
522.9125590324,11,+AC0-16,0
524.9021708965,12,+AC0-16,0
526.915667057,13,+AC0-16,0
528.9014570713,14,+AC0-16,0
532.8980379105,15,+AC0-16,0
534.9392030239,16,+AC0-16,0
536.9167559147,17,+AC0-16,0
537.9878718853,17,+AC0-15,0
538.9316699505,18,+AC0-15,0
556.9807350636,18,+AC0-14,0
625.1782910824,18,+AC0-13,0
629.1818060875,18,+AC0-12,0
632.1914050579,18,+AC0-11,0
652.2309188843,17,+AC0-11,0
656.252712965,16,+AC0-11,0
660.2692670822,15,+AC0-11,0
663.2766010761,14,+AC0-11,0
666.3268768787,13,+AC0-11,0
670.278192997,12,+AC0-11,0
674.3027629852,11,+AC0-11,0
679.4110760689,10,+AC0-11,0
682.3650960922,9,+AC0-11,0
686.403416872,9,+AC0-10,0
687.381207943,8,+AC0-10,0
691.4084899426,7,+AC0-10,0
694.3897690773,6,+AC0-10,0
699.4201769829,5,+AC0-10,0
703.4349880219,4,+AC0-10,0
707.4193620682,3,+AC0-10,0
712.5215289593,2,+AC0-10,0
716.4716730118,1,+AC0-10,0
721.4849660397,0,+AC0-10,0
729.4926099777,+AC0-1,+AC0-10,0
730.5002698898,+AC0-1,+AC0-9,0
733.5004730225,+AC0-2,+AC0-9,0
738.5069088936,+AC0-3,+AC0-9,0
742.5474579334,+AC0-4,+AC0-9,0
746.5541400909,+AC0-5,+AC0-9,0
751.5389659405,+AC0-6,+AC0-9,0
756.565144062,+AC0-7,+AC0-9,0
759.5461919308,+AC0-8,+AC0-9,0
763.578248024,+AC0-9,+AC0-9,0
767.5731949806,+AC0-10,+AC0-9,0
788.5992050171,+AC0-10,+AC0-8,0
792.6246008873,+AC0-10,+AC0-7,0
795.612377882,+AC0-10,+AC0-6,0
817.6678578854,+AC0-9,+AC0-6,0
820.6824219227,+AC0-8,+AC0-6,0
824.6844880581,+AC0-7,+AC0-6,0
828.7236199379,+AC0-6,+AC0-6,0
832.7034389973,+AC0-5,+AC0-6,0
834.7053530216,+AC0-5,+AC0-7,0
836.7038869858,+AC0-4,+AC0-7,0
840.7225060463,+AC0-3,+AC0-7,0
845.7064940929,+AC0-2,+AC0-7,0
848.7102649212,+AC0-1,+AC0-7,0
853.7322359085,0,+AC0-7,0
856.7225339413,0,+AC0-8,0
863.7518510818,1,+AC0-8,0
867.7403230667,2,+AC0-8,0
871.7358620167,3,+AC0-8,0
876.7692010403,4,+AC0-8,0
878.7570888996,4,+AC0-9,0
880.7643790245,5,+AC0-9,0
884.7925350666,6,+AC0-9,0
890.789028883,7,+AC0-9,0
895.8008480072,8,+AC0-9,0
899.8226950169,9,+AC0-9,0
901.81366992,9,+AC0-10,0
903.8292479515,10,+AC0-10,0
907.8275179863,11,+AC0-10,0
912.850071907,12,+AC0-10,0
915.8549239635,13,+AC0-10,0
919.8585450649,14,+AC0-10,0
922.8724079132,14,+AC0-11,0
924.8585140705,15,+AC0-11,0
928.8659570217,16,+AC0-11,0
932.89387393,17,+AC0-11,0
955.9330899715,17,+AC0-10,0
959.9643340111,17,+AC0-9,0
962.9422659874,17,+AC0-8,0
982.963531971,16,+AC0-8,0
985.9774029255,15,+AC0-8,0
989.9872729778,14,+AC0-8,0
992.9885249138,13,+AC0-8,0
996.9966199398,12,+AC0-8,0
999.9994590282,11,+AC0-8,0
1003.0106320381,10,+AC0-8,0
1007.0122189522,9,+AC0-8,0
1013.0193610191,8,+AC0-8,0
1017.0149579048,7,+AC0-8,0
1019.0234138966,7,+AC0-7,0
1021.0219750404,6,+AC0-7,0
1025.0412740707,5,+AC0-7,0
1030.045580864,4,+AC0-7,0
1034.0414690971,3,+AC0-7,0
1037.0439040661,2,+AC0-7,0
1042.0671200752,1,+AC0-7,0
1045.0792570114,0,+AC0-7,0
1054.0808498859,+AC0-1,+AC0-7,0
1059.1032299996,+AC0-2,+AC0-7,0
1063.0811588764,+AC0-3,+AC0-7,0
1067.084939003,+AC0-4,+AC0-6,0
1072.1047680378,+AC0-5,+AC0-6,0
1076.1014399529,+AC0-6,+AC0-6,0
1081.1307029724,+AC0-7,+AC0-6,0
1085.1212148666,+AC0-8,+AC0-6,0
1090.1367170811,+AC0-9,+AC0-6,0
1094.1388418675,+AC0-10,+AC0-6,0
1116.2394249439,+AC0-10,+AC0-5,0
1119.2037708759,+AC0-10,+AC0-4,0
1123.2134330273,+AC0-10,+AC0-3,0
1144.2603709698,+AC0-9,+AC0-3,0
1148.2611720562,+AC0-8,+AC0-3,0
1151.2736999989,+AC0-7,+AC0-3,0
1156.2900280953,+AC0-6,+AC0-3,0
1158.2774310112,+AC0-6,+AC0-4,0
1160.2954480648,+AC0-5,+AC0-4,0
1165.3151960373,+AC0-4,+AC0-4,0
1169.3114919663,+AC0-3,+AC0-4,0
1174.3167960644,+AC0-2,+AC0-4,0
1179.3236320019,+AC0-1,+AC0-4,0
1183.325330019,+AC0-1,+AC0-5,0
1184.3539259434,0,+AC0-5,0
1193.3357169628,1,+AC0-5,0
1197.3384029865,2,+AC0-5,0
1202.3517289162,3,+AC0-5,0
1206.3586630821,4,+AC0-5,0
1207.3643400669,4,+AC0-6,0
1211.355866909,5,+AC0-6,0
1214.367497921,6,+AC0-6,0
1219.3822739124,7,+AC0-6,0
1223.3925940991,8,+AC0-6,0
1227.3942890167,9,+AC0-6,0
1230.3931510449,9,+AC0-7,0
1231.4080450535,10,+AC0-7,0
1235.4176580906,11,+AC0-7,0
1239.4326629639,12,+AC0-7,0
1243.4420409203,13,+AC0-7,0
1248.4356310368,14,+AC0-7,0
1252.4483370781,15,+AC0-7,0
1253.4602730274,15,+AC0-8,0
1257.4661719799,16,+AC0-8,0
1281.5772240162,16,+AC0-7,0
1285.5633940697,16,+AC0-6,0
1288.5665979385,16,+AC0-5,0
1311.6392769814,15,+AC0-5,0
1314.6310470104,14,+AC0-5,0
1317.640513897,13,+AC0-5,0
1321.6489050388,12,+AC0-5,0
1324.6584908962,11,+AC0-5,0
1328.7823870182,10,+AC0-5,0
1331.7125098705,10,+AC0-4,0
1333.7211580277,9,+AC0-4,0
1338.7419760227,8,+AC0-4,0
1342.7762980461,7,+AC0-4,0
1347.7413439751,6,+AC0-4,0
1351.7457249165,5,+AC0-4,0
1356.7670218945,4,+AC0-4,0
1360.7668640614,3,+AC0-4,0
1364.7671089172,2,+AC0-4,0
1369.7809820175,1,+AC0-4,0
1372.7809989452,0,+AC0-4,0
1379.7940199375,0,+AC0-3,0
1381.8194499016,+AC0-1,+AC0-3,0
1384.8205220699,+AC0-2,+AC0-3,0
1389.8235249519,+AC0-3,+AC0-3,0
1394.8348050118,+AC0-4,+AC0-3,0
1398.836689949,+AC0-5,+AC0-3,0
1402.8368098736,+AC0-6,+AC0-3,0
1407.8654119969,+AC0-7,+AC0-3,0
1411.8684558868,+AC0-8,+AC0-3,0
1416.8743269444,+AC0-9,+AC0-3,0
1420.8735730648,+AC0-10,+AC0-3,0
1442.9367899895,+AC0-10,+AC0-2,0
1446.9391160011,+AC0-10,+AC0-1,0
1449.9227690697,+AC0-10,0,0
1472.9708619118,+AC0-9,0,0
1475.9792160988,+AC0-8,0,0
1478.9970068932,+AC0-7,0,0
1482.9925079346,+AC0-6,0,0
1488.047203064,+AC0-5,0,0
1492.0207400322,+AC0-4,0,0
1497.0045900345,+AC0-3,0,0
1501.0122039318,+AC0-2,0,0
1505.0325219631,+AC0-1,0,0
1510.0320730209,0,0,0
1517.0535619259,1,0,0
1522.0976030827,2,0,0
1526.092206955,3,0,0
1530.0983719826,4,0,0
1535.0981609821,5,0,0
1539.0937390328,6,0,0
1543.1709010601,7,0,0
1547.1430389881,8,0,0
1552.1493110657,9,0,0
1555.1623198986,10,0,0
1560.1768479347,11,0,0
1565.1728770733,12,0,0
1570.1917510033,13,0,0
1575.2126700878,14,0,0
1579.2098360062,15,0,0
1607.2805559635,15,1,0
1610.275685072,15,2,0
1631.322701931,14,2,0
1634.300590992,13,2,0
1638.3143570423,12,2,0
1641.3503859043,11,2,0
1645.3275260925,10,2,0
1648.3236188889,9,2,0
1652.3685059548,8,2,0
1657.343585968,7,2,0
1661.350317955,6,2,0
1665.3682289124,5,2,0
1670.354403019,4,2,0
1674.3513579369,4,3,0
1675.3543560505,3,3,0
1679.3996090889,2,3,0
1684.3664748669,1,3,0
1688.3820009232,0,3,0
1697.3801980019,+AC0-1,3,0
1701.3897070885,+AC0-2,3,0
1706.3924109936,+AC0-3,3,0
1710.4188470841,+AC0-4,3,0
1715.419107914,+AC0-5,3,0
1719.427975893,+AC0-6,3,0
1720.4525780678,+AC0-6,4,0
1723.4220430851,+AC0-7,4,0
1728.4070539475,+AC0-8,4,0
1731.4206309319,+AC0-9,4,0
1736.4266960621,+AC0-10,4,0
1740.4391469956,+AC0-11,4,0
1764.4563519955,+AC0-11,5,0
1767.470911026,+AC0-11,6,0
1771.4869830608,+AC0-11,7,0
1792.4953539372,+AC0-10,7,0
1796.501803875,+AC0-9,7,0
1800.522619009,+AC0-8,7,0
1803.5150830746,+AC0-8,6,0
1804.5156719685,+AC0-7,6,0
1809.5291860104,+AC0-6,6,0
1813.6015610695,+AC0-5,6,0
1816.6526839733,+AC0-4,6,0
1822.6464519501,+AC0-3,6,0
1826.7227978706,+AC0-2,6,0
1830.6996679306,+AC0-1,5,0
1834.6889870167,0,5,0
1842.7418060303,1,5,0
1847.7211530209,2,5,0
1852.7457959652,3,5,0
1855.7882339954,3,4,0
1856.7774150372,4,4,0
1860.7759289742,5,4,0
1864.9476339817,6,4,0
1869.8429739475,7,4,0
1873.8425629139,8,4,0
1878.8308990002,9,4,0
1882.8686280251,10,3,0
1886.8649170399,11,3,0
1890.9218289852,12,3,0
1895.8928649426,13,3,0
1900.9478518963,14,3,0
1904.9132320881,15,3,0
1909.0078980923,16,2,0
1928.9769349098,16,3,0
1931.9737360478,16,4,0
1934.961149931,16,5,0
1938.9899339676,16,6,0
1956.9903728962,15,6,0
1961.0015919209,14,6,0
1964.0076038838,13,6,0
1968.0151998997,12,6,0
1973.0635900498,11,6,0
1977.0517649651,10,6,0
1981.0799810886,9,6,0
1985.0645649433,8,7,0
1991.0873780251,7,7,0
1995.09385705,6,7,0
1999.1054480076,5,7,0
2003.1193389893,4,7,0
2007.1736478806,3,7,0
2012.16720891,2,7,0
2016.1530668736,2,8,0
2017.1569268704,1,8,0
2021.1670739651,0,8,0
2029.1852390766,+AC0-1,8,0
2033.1909780502,+AC0-2,8,0
2037.2152090073,+AC0-3,8,0
2042.2028100491,+AC0-4,8,0
2046.2222979069,+AC0-5,8,0
2047.2226150036,+AC0-5,9,0
2050.2369379997,+AC0-6,9,0
2055.2456150055,+AC0-7,9,0
2059.2459120751,+AC0-8,9,0
2063.2552330494,+AC0-9,9,0
2068.258341074,+AC0-10,9,0
2072.2818319798,+AC0-11,9,0
2076.2956860066,+AC0-12,9,0
2097.4213528633,+AC0-12,10,0
2100.4001169205,+AC0-12,11,0
2103.4059419632,+AC0-12,12,0
2107.4204590321,+AC0-12,13,0
2125.5386269093,+AC0-11,13,0
2127.4623100758,+AC0-11,12,0
2128.5137679577,+AC0-10,12,0
2132.4999730587,+AC0-9,12,0
2136.5006890297,+AC0-8,12,0
2140.5997169018,+AC0-7,12,0
2144.5474350453,+AC0-6,12,0
2149.5410208702,+AC0-5,12,0
2153.5592169762,+AC0-4,12,0
2157.5795440674,+AC0-3,12,0
2161.5653870106,+AC0-2,12,0
2162.6643769741,+AC0-2,11,0
2165.6729159355,+AC0-1,11,0
2169.6548168659,0,11,0
2178.6494739056,1,11,0
2182.7384738922,2,11,0
2187.6918139458,3,11,0
2190.6916749477,4,11,0
2194.6881909371,5,11,0
2197.7340638638,5,10,0
2198.7414429188,6,10,0
2203.762501955,7,10,0
2208.7684700489,8,10,0
2211.7596530914,9,10,0
2216.7568409443,10,10,0
2221.8129930496,11,10,0
2225.8545079231,12,10,0
2229.8281040192,13,10,0
2234.8334789276,14,9,0
2239.9047598839,15,9,0
2263.8796229363,15,10,0
2266.8973169327,15,11,0
2269.9160599709,15,12,0
2292.9534289837,14,12,0
2295.9512779713,13,12,0
2298.9799330235,12,12,0
2303.9668190479,11,12,0
2307.9937279224,10,12,0
2312.0045559406,9,12,0
2317.0086860657,8,12,0
2321.0118279457,7,12,0
2325.0246310234,6,12,0
2330.0478000641,5,12,0
2334.0843479633,4,12,0
2339.0564179421,3,12,0
2344.0707769394,2,12,0
2348.1267979145,1,12,0
2352.0896210671,0,12,0
2360.151391983,+AC0-1,12,0
2365.1246368885,+AC0-2,12,0
2369.1577050686,+AC0-3,12,0
2373.1856188774,+AC0-4,12,0
2378.185806036,+AC0-5,12,0
2383.2774059773,+AC0-6,12,0
2387.3214440346,+AC0-7,12,0
2391.3136639595,+AC0-8,12,0
2395.3099489212,+AC0-9,12,0
2400.4311640263,+AC0-10,12,0
2403.3709390164,+AC0-11,12,0
2426.377683878,+AC0-11,13,0
2429.3938839436,+AC0-11,14,0
2432.3997650147,+AC0-11,15,0
2454.4365830422,+AC0-10,15,0
2457.4269750118,+AC0-9,15,0
2460.4194970131,+AC0-8,15,0
2464.4374420643,+AC0-7,15,0
2469.4458019734,+AC0-6,15,0
2473.4574809074,+AC0-5,15,0
2476.4670310021,+AC0-4,15,0
2481.4928200245,+AC0-3,15,0
2486.4777178764,+AC0-2,15,0
2490.5614659786,+AC0-1,15,0
2493.704324007,0,15,0
2501.6669569016,0,14,0
2502.6168839932,1,14,0
2506.6171009541,2,14,0
2511.660558939,3,14,0
2514.7414619923,4,14,0
2519.666727066,5,14,0
2523.6668989658,6,14,0
2528.7137699127,7,14,0
2532.67614007,8,14,0
2536.7058429718,9,14,0
2541.718998909,10,14,0
2545.7076129913,11,14,0
2550.7184820175,12,14,0
2554.7115550041,13,14,0
2558.7243130207,14,14,0
2562.7417099476,15,14,0
2567.7438318729,16,14,0
2590.7718040943,15,15,0
2593.7716050148,15,16,0
2596.7684218884,15,17,0
2617.8302030563,14,17,0
2620.8590040207,13,17,0
2624.9424738884,12,17,0
2628.8780770302,11,17,0
2629.8900098801,11,16,0
2631.8795130253,10,16,0
2635.9384150505,9,16,0
2639.9115350247,8,16,0
2644.9057559967,7,16,0
2649.935708046,6,16,0
2653.9305279255,5,16,0
2658.1886658669,4,16,0
2663.0256068707,3,16,0
2667.0159568787,2,16,0
2671.0226449967,1,16,0
2676.0311019421,0,16,0
2684.0651628971,+AC0-1,16,0
2688.143640995,+AC0-2,16,0
2692.073786974,+AC0-3,16,0
2696.1092450619,+AC0-4,16,0
2699.1031730175,+AC0-5,16,0
2703.2048270702,+AC0-6,16,0
2705.2198169232,+AC0-6,17,0
2707.1302030087,+AC0-7,17,0
2712.1398160458,+AC0-8,17,0
2716.1686210632,+AC0-9,17,0
2720.1913819313,+AC0-10,17,0
2724.2025210857,+AC0-11,17,0
2729.2148549557,+AC0-12,17,0
2751.2459058762,+AC0-12,18,0
2754.2555990219,+AC0-12,19,0
2757.2734520435,+AC0-12,20,0
2777.3684959412,+AC0-11,20,0
2781.371104002,+AC0-10,20,0
2784.3904988766,+AC0-9,20,0
2788.3677198887,+AC0-8,20,0
2793.3767058849,+AC0-7,20,0
2797.4232439995,+AC0-6,20,0
2801.403842926,+AC0-5,20,0
2805.4220640659,+AC0-4,20,0
2809.4816310406,+AC0-3,20,0
2814.4423520565,+AC0-2,20,0
2818.5931758881,+AC0-1,20,0
2819.5481240749,+AC0-1,19,0
2822.4877240658,0,19,0
2831.508357048,1,19,0
2835.5259509087,2,19,0
2839.5233309269,3,19,0
2843.5481669903,4,19,0
2847.5740840435,5,19,0
2851.6177899838,6,19,0
2856.753027916,7,19,0
2859.652023077,8,19,0
2863.6249198914,9,19,0
2868.6430439949,10,19,0
2872.6503479481,11,19,0
2877.6696629524,12,19,0
2882.7020280361,13,19,0
2886.6946089268,13,18,0
2887.6852030754,14,18,0
2891.7112619877,15,18,0
2912.747494936,15,19,0
2915.7312819958,15,20,0
2916.7344489098,14,20,0
2919.7942359448,14,21,0
2942.8252809048,13,21,0
2945.8106899262,12,21,0
2949.818021059,11,21,0
2952.8294029236,10,21,0
2955.8743619919,9,21,0
2959.8645300865,8,21,0
2962.8619160652,7,21,0
2964.9230508804,7,22,0
2966.8814110756,6,22,0
2970.897274971,5,22,0
2974.9580979347,4,22,0
2978.9144349098,3,22,0
2983.9138600826,2,22,0
2988.9313070774,1,22,0
2991.9518539906,0,22,0
3000.9718420506,+AC0-1,22,0
3004.9621648789,+AC0-2,22,0
3008.9664020538,+AC0-3,22,0
3010.9596600533,+AC0-3,23,0
3013.9770860672,+AC0-4,23,0
3017.9972269535,+AC0-5,23,0
3022.9873130322,+AC0-6,23,0
3026.9991278648,+AC0-7,23,0
3032.0004730225,+AC0-8,23,0
3034.9920310974,+AC0-9,23,0
3040.0262179375,+AC0-10,23,0
3044.0297689438,+AC0-11,23,0
3048.0481090546,+AC0-12,23,0
3053.032310009,+AC0-13,23,0
3077.0714969635,+AC0-14,24,0
3080.0852110386,+AC0-14,25,0
3083.0828289986,+AC0-14,26,0
3087.0876369476,+AC0-14,27,0
3104.1180660725,+AC0-13,27,0
3108.1512880325,+AC0-12,26,0.001727
3111.125289917,+AC0-11,26,0.0052053002
3115.1190669537,+AC0-10,26,0.0143689997
3119.1504309177,+AC0-9,26,0.0363259986
3124.1485140324,+AC0-8,26,0.0841069967
3128.1562669277,+AC0-7,26,0.1783500016
3132.1452178955,+AC0-6,26,0.346359998
3137.1544070244,+AC0-5,26,0.6160299778
3141.1609408856,+AC0-4,26,1.0034999847
3145.1599190235,+AC0-3,26,1.496999979
3150.1687898636,+AC0-2,26,2.0453000069
3154.2279319763,+AC0-1,26,2.5592999458
3159.1940050125,0,26,2.9328999519
3167.2443380356,1,26,3.0782001019
3172.3293919563,2,26,2.9588000774
3175.2565989494,3,26,2.6047000885
3178.2489490509,3,25,1.9359999895
3180.2579340935,4,25,1.5404000282
3184.2607178688,5,25,1.1224999428
3189.2791218758,6,25,0.7491300106
3193.3134260178,7,25,0.4578799903
3197.2956809998,8,25,0.2563099861
3202.2938950062,9,25,0.131400004
3206.3546149731,10,25,0.0616949983
3210.3447129727,11,25,0.0265289992
3215.3727669716,12,25,0.0104480004
3219.3659219742,13,25,0.0037682001
3242.4101178646,13,26,0.0057843998
3246.4207499027,13,27,0.0086864
3249.4131588936,13,28,0.0127609996
3250.4103488922,12,28,0.034008
3271.4625749588,11,28,0.083006002
3274.450314045,10,28,0.1855500042
3278.4676148892,9,28,0.3798500001
3282.4958648682,8,28,0.712199986
3286.4998080731,7,28,1.222900033
3291.5103480816,6,28,1.9232000113
3294.4877018929,5,28,2.7699999809
3296.4925460816,5,27,2.095400095
3299.5122308731,4,27,2.8006000519
3304.5292160511,3,27,3.4282000065
3308.558191061,2,27,3.8431999683
3312.55458498,1,27,3.9460000992
3317.5413138867,0,27,3.7104001045
3325.5493769646,+AC0-1,27,3.1953999996
3329.5600118637,+AC0-2,27,2.5202000141
3334.585308075,+AC0-3,27,1.8203999996
3338.5959310532,+AC0-4,27,1.204300046
3343.5798449516,+AC0-5,27,0.7296299934
3347.6239900589,+AC0-6,27,0.4048500061
3352.6074070931,+AC0-7,27,0.2057400048
3356.6059088707,+AC0-8,27,0.0957520008
3360.6155519486,+AC0-9,27,0.0408140011
3364.6222910881,+AC0-10,27,0.0159319993
3369.6414849758,+AC0-11,27,0.0056961002
3373.6649720669,+AC0-12,27,0.0018651
3378.6587929726,+AC0-13,27,0
3402.6824018955,+AC0-13,28,0
3405.698579073,+AC0-14,28,0
3406.6930539608,+AC0-14,29,0
3409.6884770393,+AC0-14,30,0
3428.7236149311,+AC0-13,30,0
3431.7412219048,+AC0-12,30,0.0020590001
3434.6995398998,+AC0-11,30,0.006542
3438.7325749397,+AC0-10,30,0.0190370008
3442.7455439568,+AC0-9,30,0.0507339984
3447.7609629631,+AC0-8,30,0.1238299981
3451.7726020813,+AC0-7,30,0.2768000066
3456.7801749706,+AC0-6,30,0.5666800141
3461.7896580696,+AC0-5,30,1.0625
3466.7854919434,+AC0-4,30,1.8243999481
3470.7991609573,+AC0-3,30,2.8691000938
3474.8149819374,+AC0-2,30,4.1322999001
3476.8121180534,+AC0-2,29,3.5822000504
3477.8636028767,+AC0-1,29,4.6633000374
3482.8631880283,0,29,5.5597000122
3491.8666539192,1,29,6.0706000328
3495.8634080887,2,29,6.0706000328
3499.8613350391,3,29,5.5597000122
3503.8675789833,4,29,4.6633000374
3508.8642389774,5,29,3.5822000504
3513.8767988682,6,29,2.5202000141
3517.8787050247,7,29,1.6238000393
3522.8814270496,8,29,0.9581999779
3526.9108018875,9,29,0.5178499818
3531.920732975,10,29,0.2563099861
3534.9173829556,11,29,0.1161800027
3538.9346399307,12,29,0.0482329987
3543.9476630688,13,29,0.0183390006
3566.9788200855,13,30,0.0257820003
