Time,Position_x,Position_y,Metrics
1.0279791355133057,-3,37,0.0
2.7715752124786377,-4,37,0.0
4.841686010360718,-5,37,0.0
6.892110109329224,-6,37,0.0
8.964698076248169,-7,37,0.0
11.074908018112183,-8,37,0.0
13.207135200500488,-9,37,0.0
14.429333209991455,-9,38,0.0
15.273927211761475,-10,38,0.0
17.37463402748108,-11,38,0.0
19.48770308494568,-12,38,0.0
21.611708164215088,-13,38,0.0
22.45395016670227,-13,39,0.0
23.881235122680664,-14,39,0.0
25.99363923072815,-15,39,0.0
28.180164098739624,-16,39,0.0
28.650609016418457,-16,40,0.0
30.39867401123047,-17,40,0.0
32.69283103942871,-18,40,0.0
33.65075206756592,-18,41,0.0
34.88415718078613,-19,41,0.0
60.45808219909668,-19,40,0.0
62.57932114601135,-19,39,0.0
64.66409611701965,-19,38,0.0
66.93181419372559,-19,37,0.0
68.85601115226746,-19,36,0.0
70.90302920341492,-19,35,0.0
73.0169620513916,-19,34,0.0
75.06463122367859,-19,33,0.0
77.13795018196106,-19,32,0.0
79.2642731666565,-19,31,0.0
83.08785104751587,-19,30,0.0
84.85976719856262,-19,29,0.0
88.06605911254883,-19,28,0.0
90.09703302383423,-19,27,0.0
90.24415922164917,-18,27,0.0
92.3115930557251,-18,26,0.0
95.24426817893982,-18,25,0.0
97.38810515403748,-18,24,0.0
99.36274218559265,-18,23,0.0
102.43465399742126,-18,22,0.0
104.55550813674927,-18,21,0.0
106.70976305007935,-18,20,0.0
108.85675716400146,-18,19,0.0
111.75048422813416,-18,18,0.0
114.78500819206238,-18,17,0.0
116.91324806213379,-18,16,0.0
118.97965812683105,-18,15,0.0
121.21535921096802,-18,14,0.0
123.23321914672852,-18,13,0.0
125.37416815757751,-18,12,0.0
128.13138604164124,-17,12,0.0
129.25565814971924,-17,11,0.0
131.24824714660645,-17,10,0.0
133.32946705818176,-17,9,0.0
135.3557481765747,-17,8,0.0
137.4314320087433,-17,7,0.0
139.4756841659546,-17,6,0.0
141.79192113876343,-17,5,0.0
143.79730010032654,-17,4,0.0
147.08448314666748,-17,3,0.0
149.27231621742249,-17,2,0.0
152.11914801597595,-17,1,0.0
154.1985981464386,-17,0,0.0
157.6446611881256,-16,0,0.17447000741958618
159.43279218673706,-16,-1,0.31582000851631165
161.4756031036377,-16,-2,0.5235700011253357
164.48819303512573,-16,-3,0.794920027256012
166.49597215652466,-16,-4,1.1053999662399292
168.55578207969666,-16,-5,1.4076000452041626
170.7590310573578,-16,-6,1.641800045967102
172.7590720653534,-16,-7,1.7537000179290771
175.90231704711914,-16,-8,1.715499997138977
178.06091117858887,-16,-9,1.5369999408721924
180.196298122406,-16,-10,1.261199951171875
183.4140181541443,-16,-11,0.9477300047874451
184.94593501091003,-15,-11,1.204300045967102
185.5178530216217,-15,-12,0.8179600238800049
187.64179706573486,-15,-13,0.5088199973106384
189.75639700889587,-15,-14,0.28988000750541687
191.7852041721344,-15,-15,0.15125000476837158
193.81935119628906,-15,-16,0.07227300107479095
195.85874915122986,-15,-17,0.03162899985909462
214.91111516952515,-14,-17,0.03632599860429764
218.98776721954346,-13,-17,0.040814001113176346
221.0182900428772,-12,-17,0.04485899955034256
224.09817099571228,-11,-17,0.048232998698949814
226.0317440032959,-10,-17,0.05073399841785431
229.303946018219,-9,-17,0.05220500007271767
231.31107306480408,-8,-17,0.052549999207258224
233.4885220527649,-7,-17,0.05174800008535385
235.44807720184326,-6,-17,0.04984999820590019
239.45339822769165,-5,-17,0.04697800055146217
241.7043101787567,-4,-17,0.04330899938941002
243.9830141067505,-3,-17,0.039058998227119446
246.0065619945526,-2,-17,0.034460000693798065
248.0499460697174,-1,-17,0.02974100038409233
249.17215299606323,-1,-16,0.08173800259828568
250.03126621246338,0,-16,0.06992900371551514
254.19612002372742,1,-16,0.058524999767541885
256.33965706825256,2,-16,0.047915998846292496
258.340115070343,3,-16,0.038378000259399414
261.3204720020294,4,-16,0.030069999396800995
263.4214630126953,5,-16,0.023048000410199165
266.2504930496216,6,-16,0.017281999811530113
268.42631006240845,7,-16,0.012676999904215336
270.53311014175415,8,-16,0.009096800349652767
273.28680515289307,9,-16,0.006385799963027239
275.45640110969543,10,-16,0.004385299980640411
278.5410170555115,11,-16,0.0029460000805556774
280.61460399627686,12,-16,0.0019360999576747417
282.65370416641235,13,-16,0.0012447000481188297
285.21873712539673,14,-16,0.0007828400121070445
287.3027992248535,15,-16,0.0
290.0752601623535,16,-16,0.0
307.74502515792847,16,-15,0.0
309.82694816589355,16,-14,0.0
311.9447422027588,16,-13,0.0
314.0104601383209,16,-12,0.0
317.05703616142273,16,-11,0.0
319.12841510772705,16,-10,0.0
319.45401406288147,15,-10,0.0
321.2561662197113,15,-9,0.0
323.31195521354675,15,-8,0.0
326.3006980419159,15,-7,0.0
328.417111158371,15,-6,0.0
330.4964711666107,15,-5,0.0
333.4051990509033,15,-4,0.0
335.38881611824036,15,-3,0.0
337.5711131095886,15,-2,0.0
339.6097881793976,15,-1,0.0
341.7438611984253,15,0,0.0
346.47039222717285,15,1,0.0
348.6797170639038,15,2,0.0
350.6156630516052,15,3,0.0
353.6343550682068,15,4,0.0
355.66421699523926,15,5,0.0
359.00096321105957,15,6,0.0
361.0730130672455,15,7,0.0
363.0691440105438,15,8,0.0
364.08154702186584,14,8,0.01094099972397089
365.1164011955261,14,9,0.004069500137120485
368.1811320781708,14,10,0.0013861999614164233
370.2376501560211,14,11,0.0
372.28945112228394,14,12,0.0
374.40165305137634,14,13,0.0
376.460969209671,14,14,0.0
378.5132009983063,14,15,0.0
380.58001804351807,14,16,0.0
384.02913904190063,14,17,0.0
385.93865418434143,14,18,0.0
387.9882102012634,14,19,0.0
390.0084910392761,14,20,0.0
393.4662802219391,14,21,0.0
395.52646112442017,14,22,0.0
397.1991970539093,13,22,0.0
397.66859221458435,13,23,0.0
399.65303015708923,13,24,0.0
401.69120812416077,13,25,0.0
403.8917980194092,13,26,0.0
406.763708114624,13,27,0.0
409.0058431625366,13,28,0.0
411.83985114097595,13,29,0.0
413.96528220176697,13,30,0.0
415.87216210365295,13,31,0.0
417.8574821949005,13,32,0.0
419.9520192146301,13,33,0.0
423.011039018631,13,34,0.0
425.1377902030945,13,35,0.0
427.236200094223,13,36,0.0
429.38261103630066,13,37,0.0
432.56037521362305,13,38,0.0
433.53220105171204,12,38,0.0
434.84367418289185,12,39,0.0
436.8130621910095,12,40,0.0
438.94147515296936,12,41,0.0
440.9344551563263,12,42,0.0
443.1220271587372,12,43,0.0
445.11152505874634,12,44,0.0
447.13588213920593,12,45,0.0
466.0249722003937,11,45,0.0
468.69085216522217,10,45,0.0
471.634024143219,9,45,0.0
474.44082617759705,8,45,0.0
477.1153371334076,7,45,0.0
479.9815900325775,6,45,0.0
482.683865070343,5,45,0.0
484.57609510421753,4,45,0.0
487.19934010505676,3,45,0.0
