Time,Position_x,Position_y,Metrics
1.9111390113830566,2,0,0.0
4.882030963897705,3,0,0.0
7.036036968231201,4,0,0.0
9.172566175460815,5,0,0.0
11.095314025878906,5,-1,0.0
11.504677057266235,6,-1,0.0
13.80607795715332,7,-1,0.0
16.25821614265442,8,-1,0.0
17.567782163619995,8,-2,0.0
18.661018133163452,9,-2,0.0
20.897819995880127,10,-2,0.0
22.922542095184326,10,-3,0.0
23.21064305305481,11,-3,0.0
25.54635000228882,12,-3,0.0
27.592391967773438,12,-4,0.0
27.95736002922058,13,-4,0.0
30.570104122161865,14,-4,0.0
32.00709509849548,14,-5,0.0
33.07302117347717,15,-5,0.0
54.76128005981445,15,-4,0.0
57.01489806175232,15,-3,0.0
59.319276094436646,15,-2,0.0
61.3657341003418,15,-1,0.0
63.52766394615173,15,0,0.0
68.07090902328491,15,1,0.0
70.1766140460968,15,2,0.0
72.50463700294495,15,3,0.0
75.60422110557556,15,4,0.0
78.35148811340332,15,5,0.0
81.64399003982544,15,6,0.0
83.90141201019287,15,7,0.0
86.91226410865784,15,8,0.0
89.02015900611877,15,9,0.0
91.14850997924805,15,10,0.0
93.51130700111389,15,11,0.0
93.6697690486908,14,11,0.0
95.67490100860596,14,12,0.0
99.19866394996643,14,13,0.0
101.35056900978088,14,14,0.0
103.38134813308716,14,15,0.0
105.53233408927917,14,16,0.0
107.69487309455872,14,17,0.0
110.7914571762085,14,18,0.0
112.97591710090637,14,19,0.0
115.16585516929626,14,20,0.0
117.16319012641907,14,21,0.0
120.22216796875,14,22,0.0
122.32294511795044,14,23,0.0
124.46638607978821,14,24,0.0007828400121070445
127.43783116340637,13,24,0.00240139989182353
138.3520450592041,13,25,0.0037682000547647476
176.95850014686584,12,25,0.010448000393807888
184.11644315719604,12,24,0.006746499799191952
201.46274995803833,11,24,0.017357999458909035
226.63306617736816,10,24,0.0409029982984066
253.66673398017883,9,24,0.08827400207519531
265.77549600601196,9,23,0.0
279.78492307662964,9,24,0.08827400207519531
302.6105511188507,8,24,0.17447000741958618
304.69322514533997,8,23,0.0
320.0056519508362,8,24,0.17447000741958618
341.2456531524658,8,23,0.0
355.7969579696655,8,24,0.17447000741958618
371.45950508117676,7,24,0.31582000851631165
378.8815269470215,7,23,0.0
393.83438515663147,7,24,0.31582000851631165
414.45265316963196,7,23,0.0
429.6084921360016,7,24,0.31582000851631165
432.88058495521545,6,24,0.5235700011253357
450.7869429588318,6,23,0.0
466.4816279411316,6,24,0.5235700011253357
484.98975896835327,6,23,0.0
500.1360731124878,6,24,0.5235700011253357
515.8041779994965,5,24,0.794920027256012
519.210443019867,5,23,0.0
531.4478280544281,5,24,0.794920027256012
565.5676929950714,5,25,1.122499942779541
577.581629037857,4,25,1.5404000282287598
602.03826212883,4,26,2.0999999046325684
621.8936729431152,3,26,2.6047000885009766
638.4684519767761,3,27,3.4282000064849854
663.7386710643768,2,27,3.8431999683380127
676.600723028183,2,28,4.883600234985352
707.757483959198,1,28,4.948400020599365
718.0712661743164,1,29,6.0706000328063965
749.0464611053467,0,29,5.559700012207031
757.9660930633545,0,30,6.58489990234375
801.2248101234436,0,31,7.6296000480651855
840.686418056488,-1,31,6.232800006866455
843.2625629901886,-1,32,6.972099781036377
867.8330111503601,0,32,8.64780044555664
868.0298640727997,0,31,7.6296000480651855
880.7647800445557,0,32,8.64780044555664
971.2720561027527,0,33,9.588899612426758
1014.606183052063,1,33,11.036999702453613
1019.2395610809326,1,34,12.130999565124512
1084.6122889518738,1,35,13.043999671936035
1088.9786059856415,2,35,14.118000030517578
